0.58892506	0.041450907	0.70350826	35	144
0.58892506	0.016723799	1.5811101	35	700
0.58892506	0.028541772	0.062790416	35	675
0.58892506	0.116058804	5.0052023	35	407
0.5792115	0.0044346494	0.8794352	36	144
0.5792115	0.010539	2.9267168	36	700
0.5792115	0.05320929	0.0	36	675
0.5792115	0.006595961	1.551206	36	407
0.63603926	0.045824002	0.046443615	43	144
0.63603926	0.014112356	0.028286168	43	700
0.63603926	0.035671383	1.7301704	43	675
0.63603926	0.013594574	0.5219472	43	407
0.65822786	0.17469372	0.35036597	44	144
0.65822786	0.25443226	6.994727	44	700
0.65822786	0.134333	1.7854124	44	675
0.65822786	0.09597254	4.2668467	44	407
0.5445344	0.4469224	6.382678	56	144
0.5445344	0.33070156	4.43788	56	700
0.5445344	0.39062634	5.7509227	56	675
0.5445344	0.24493715	4.683079	56	407
0.61318684	0.2405899	0.02961969	57	144
0.61318684	0.36741567	9.104667	57	700
0.61318684	0.17434897	0.0	57	675
0.61318684	0.10108941	5.054757	57	407
0.5947631	0.035329144	0.26500833	58	144
0.5947631	0.03694929	2.6363578	58	700
0.5947631	0.062686466	0.63752127	58	675
0.5947631	0.023973832	4.048489	58	407
0.5466667	0.024587842	0.35748446	79	144
0.5466667	0.015540736	0.19281414	79	700
0.5466667	0.17235674	0.83585703	79	675
0.5466667	0.036834266	2.8046834	79	407
0.6124767	0.034790628	7.1574783	122	144
0.6124767	0.017058209	1.2273222	122	700
0.6124767	0.020535046	0.0	122	675
0.6124767	0.02161645	4.282432	122	407
0.56952584	0.00509735	0.0	124	144
0.56952584	0.0051325643	0.14264089	124	700
0.56952584	0.029407036	0.0	124	675
0.56952584	0.01783864	0.14761797	124	407
0.61296296	0.06717912	0.0	130	144
0.61296296	0.01379887	0.0	130	700
0.61296296	0.028417407	0.0	130	675
0.61296296	0.025517669	0.0	130	407
0.71253073	0.41326508	7.617651	132	144
0.71253073	0.32426375	4.261072	132	700
0.71253073	0.34340045	5.3335094	132	675
0.71253073	0.19035172	5.136876	132	407
0.49294245	0.21332301	5.8113117	143	144
0.49294245	0.26941818	4.4406204	143	700
0.49294245	0.2231306	7.3573146	143	675
0.49294245	0.19529845	5.623258	143	407
0.46579805	0.0030452297	0.0	147	144
0.46579805	0.0015414052	0.0	147	700
0.46579805	0.012418399	0.0	147	675
0.46579805	0.0055633127	0.0	147	407
0.5487013	0.14018434	5.7590384	150	144
0.5487013	0.14175762	4.3627715	150	700
0.5487013	0.115226924	5.1371427	150	675
0.5487013	0.060328044	4.560684	150	407
0.478735	0.18378493	7.0486174	151	144
0.478735	0.06563945	3.9605303	151	700
0.478735	0.15319179	5.790141	151	675
0.478735	0.05763659	6.05579	151	407
0.6362213	0.036156703	4.852713	160	144
0.6362213	0.025784455	5.089765	160	700
0.6362213	0.0555659	3.0403523	160	675
0.6362213	0.01018628	5.3273387	160	407
0.380056	0.0020339885	7.624576	164	144
0.380056	0.009748726	7.667757	164	700
0.380056	0.0043210383	7.1797996	164	675
0.380056	0.0068376516	7.1251345	164	407
0.6069114	0.67240995	4.744258	168	144
0.6069114	0.6222868	3.241128	168	700
0.6069114	0.47840872	3.359538	168	675
0.6069114	0.22042473	3.8652062	168	407
0.5761905	0.31549263	4.416806	243	144
0.5761905	0.36495432	4.246651	243	700
0.5761905	0.45414826	6.500593	243	675
0.5761905	0.27521476	6.18956	243	407
0.53801167	0.11909947	1.109922	248	144
0.53801167	0.009874708	0.020635135	248	700
0.53801167	0.043181524	0.8511098	248	675
0.53801167	0.013309344	3.4882193	248	407
0.4713994	0.0132857915	3.2281291	261	144
0.4713994	0.027005758	0.5992902	261	700
0.4713994	0.05899231	1.5111088	261	675
0.4713994	0.018783297	3.428413	261	407
0.6312272	0.28657088	0.0	272	144
0.6312272	0.19398156	0.0	272	700
0.6312272	0.25766638	0.0	272	675
0.6312272	0.13692886	0.0	272	407
0.58834326	0.026587132	0.075898066	283	144
0.58834326	0.0073836106	0.013283651	283	700
0.58834326	0.018314026	0.0	283	675
0.58834326	0.00904218	0.91055846	283	407
0.759772	0.18828595	0.5907821	284	144
0.759772	0.12871854	0.75050956	284	700
0.759772	0.14608245	0.0	284	675
0.759772	0.088917494	1.1764824	284	407
0.60502285	0.29613695	1.8132086	288	144
0.60502285	0.17026302	0.86239976	288	700
0.60502285	0.31910035	7.313844	288	675
0.60502285	0.18110923	1.9611307	288	407
0.5675174	0.25100157	2.7378554	292	144
0.5675174	0.24049206	0.7884669	292	700
0.5675174	0.22365989	2.4866295	292	675
0.5675174	0.13530618	3.085025	292	407
0.5549036	0.0093720425	0.025476702	296	144
0.5549036	0.01007109	0.0153720025	296	700
0.5549036	0.018071964	0.33703968	296	675
0.5549036	0.009251482	0.12348348	296	407
0.55864197	0.0049112933	0.0	297	144
0.55864197	0.006267053	3.3961527	297	700
0.55864197	0.068144076	9.612734	297	675
0.55864197	0.010125208	8.040717	297	407
0.55536973	0.105925575	6.2408657	301	144
0.55536973	0.083367415	6.271646	301	700
0.55536973	0.06938003	5.686828	301	675
0.55536973	0.032485597	6.2353272	301	407
0.515352	0.003294675	1.2097155	302	144
0.515352	0.0020658213	1.6816021	302	700
0.515352	0.01344827	0.0	302	675
0.515352	0.0034207273	3.961549	302	407
0.52023745	0.20173971	4.382972	313	144
0.52023745	0.2199922	4.346978	313	700
0.52023745	0.2061351	0.0	313	675
